target_id,sales_rep_id,year,quarter,month,quota_amount,actual_amount,achievement_percent,deals_closed,avg_deal_size,new_customers,territory,sales_team
TGT-2023-Q1-REP-0099-02,REP-0099,2023,Q1,February,34500.00,31811.42,92.21,26,1223.52,8,Central,Inside Sales
TGT-2023-Q1-REP-0100-02,REP-0100,2023,Q1,February,69583.33,70040.37,100.66,30,2334.68,10,APAC,Mid-Market
TGT-2023-Q1-REP-0101-02,REP-0101,2023,Q1,February,73166.67,45339.70,61.97,18,2518.87,10,EMEA,Mid-Market
TGT-2023-Q1-REP-0102-02,REP-0102,2023,Q1,February,36916.67,45743.99,123.91,30,1524.80,16,EMEA,Inside Sales
TGT-2023-Q1-REP-0103-02,REP-0103,2023,Q1,February,68083.33,67729.88,99.48,15,4515.33,8,West,Mid-Market
TGT-2023-Q1-REP-0104-02,REP-0104,2023,Q1,February,95750.00,90906.57,94.94,14,6493.33,7,East,Enterprise Sales
TGT-2023-Q1-REP-0105-02,REP-0105,2023,Q1,February,100916.67,129713.72,128.54,16,8107.11,7,APAC,Enterprise Sales
TGT-2023-Q1-REP-0106-02,REP-0106,2023,Q1,February,109666.67,137936.62,125.78,25,5517.46,8,EMEA,Partner Sales
TGT-2023-Q1-REP-0107-02,REP-0107,2023,Q1,February,107333.33,110629.79,103.07,22,5028.63,11,East,Partner Sales
TGT-2023-Q1-REP-0108-02,REP-0108,2023,Q1,February,102000.00,63563.93,62.32,16,3972.75,4,LATAM,Enterprise Sales
TGT-2023-Q1-REP-0109-02,REP-0109,2023,Q1,February,46166.67,54592.80,118.25,21,2599.66,9,East,SMB Sales
TGT-2023-Q1-REP-0110-02,REP-0110,2023,Q1,February,88583.33,60102.50,67.85,10,6010.25,3,EMEA,Enterprise Sales
TGT-2023-Q1-REP-0111-02,REP-0111,2023,Q1,February,120833.33,135209.88,111.90,15,9013.99,5,East,Partner Sales
TGT-2023-Q1-REP-0112-02,REP-0112,2023,Q1,February,39250.00,37890.14,96.54,30,1263.00,13,APAC,Inside Sales
TGT-2023-Q1-REP-0113-02,REP-0113,2023,Q1,February,102250.00,63915.89,62.51,12,5326.32,6,Central,Enterprise Sales
TGT-2023-Q1-REP-0114-02,REP-0114,2023,Q1,February,105500.00,42962.10,40.72,20,2148.11,10,West,Enterprise Sales
TGT-2023-Q1-REP-0115-02,REP-0115,2023,Q1,February,125833.33,148238.16,117.81,23,6445.14,8,West,Partner Sales
TGT-2023-Q1-REP-0116-02,REP-0116,2023,Q1,February,46916.67,48689.64,103.78,42,1159.28,22,LATAM,SMB Sales
TGT-2023-Q1-REP-0117-02,REP-0117,2023,Q1,February,115666.67,109778.14,94.91,21,5227.53,12,West,Partner Sales
TGT-2023-Q1-REP-0118-02,REP-0118,2023,Q1,February,118416.67,73723.93,62.26,19,3880.21,8,West,Partner Sales
TGT-2023-Q1-REP-0121-02,REP-0121,2023,Q1,February,104750.00,117470.89,112.14,14,8390.78,8,West,Partner Sales
TGT-2023-Q1-REP-0122-02,REP-0122,2023,Q1,February,74916.67,105192.55,140.41,21,5009.17,9,APAC,Mid-Market
TGT-2023-Q1-REP-0123-02,REP-0123,2023,Q1,February,129166.67,73585.22,56.97,18,4088.07,10,APAC,Partner Sales
TGT-2023-Q1-REP-0124-02,REP-0124,2023,Q1,February,53833.33,65134.01,120.99,27,2412.37,10,LATAM,SMB Sales
TGT-2023-Q1-REP-0125-02,REP-0125,2023,Q1,February,118666.67,123089.89,103.73,10,12308.99,3,Central,Partner Sales
TGT-2023-Q1-REP-0129-02,REP-0129,2023,Q1,February,74416.67,94681.44,127.23,24,3945.06,12,East,Mid-Market
TGT-2023-Q1-REP-0130-02,REP-0130,2023,Q1,February,37416.67,0.00,0.00,0,0.00,0,West,Inside Sales
TGT-2023-Q1-REP-0131-02,REP-0131,2023,Q1,February,46666.67,48859.11,104.70,29,1684.80,9,East,SMB Sales
TGT-2023-Q1-REP-0132-02,REP-0132,2023,Q1,February,83583.33,39407.05,47.15,14,2814.79,5,EMEA,Enterprise Sales
TGT-2023-Q1-REP-0133-02,REP-0133,2023,Q1,February,99416.67,73102.09,73.53,14,5221.58,7,West,Enterprise Sales
TGT-2023-Q1-REP-0134-02,REP-0134,2023,Q1,February,71000.00,96269.34,135.59,21,4584.25,6,East,Mid-Market
TGT-2023-Q1-REP-0135-02,REP-0135,2023,Q1,February,39166.67,29710.64,75.86,36,825.30,14,APAC,Inside Sales
TGT-2023-Q1-REP-0137-02,REP-0137,2023,Q1,February,47083.33,45265.25,96.14,29,1560.87,11,East,SMB Sales
TGT-2023-Q1-REP-0138-02,REP-0138,2023,Q1,February,44833.33,37730.76,84.16,37,1019.75,13,LATAM,Inside Sales
TGT-2023-Q1-REP-0139-02,REP-0139,2023,Q1,February,114750.00,87193.26,75.99,15,5812.88,4,LATAM,Partner Sales
TGT-2023-Q1-REP-0141-02,REP-0141,2023,Q1,February,102333.33,94664.46,92.51,8,11833.06,2,LATAM,Enterprise Sales
TGT-2023-Q1-REP-0142-02,REP-0142,2023,Q1,February,77750.00,96410.76,124.00,25,3856.43,12,EMEA,Mid-Market
TGT-2023-Q1-REP-0143-02,REP-0143,2023,Q1,February,83416.67,90152.76,108.08,13,6934.83,6,East,Enterprise Sales
TGT-2023-Q1-REP-0145-02,REP-0145,2023,Q1,February,41916.67,46102.73,109.99,27,1707.51,13,LATAM,Inside Sales
TGT-2023-Q1-REP-0146-02,REP-0146,2023,Q1,February,129583.33,91821.07,70.86,24,3825.88,14,LATAM,Partner Sales
TGT-2023-Q1-REP-0147-02,REP-0147,2023,Q1,February,75750.00,74955.30,98.95,30,2498.51,15,West,Mid-Market
TGT-2023-Q1-REP-0148-02,REP-0148,2023,Q1,February,42916.67,27982.34,65.20,22,1271.92,8,EMEA,SMB Sales
TGT-2023-Q1-REP-0149-02,REP-0149,2023,Q1,February,94000.00,69666.57,74.11,19,3666.66,10,APAC,Enterprise Sales
TGT-2023-Q1-REP-0150-02,REP-0150,2023,Q1,February,43500.00,44718.59,102.80,32,1397.46,11,East,SMB Sales
TGT-2023-Q1-REP-0001-03,REP-0001,2023,Q1,March,107833.33,101451.93,94.08,10,10145.19,5,LATAM,Enterprise Sales
TGT-2023-Q1-REP-0002-03,REP-0002,2023,Q1,March,41416.67,57044.18,137.73,48,1188.42,25,East,Inside Sales
TGT-2023-Q1-REP-0003-03,REP-0003,2023,Q1,March,43000.00,51830.69,120.54,42,1234.06,16,Central,SMB Sales
TGT-2023-Q1-REP-0004-03,REP-0004,2023,Q1,March,87416.67,103524.52,118.43,18,5751.36,10,East,Enterprise Sales
TGT-2023-Q1-REP-0005-03,REP-0005,2023,Q1,March,68833.33,83329.77,121.06,28,2976.06,9,APAC,Mid-Market
TGT-2023-Q1-REP-0006-03,REP-0006,2023,Q1,March,49000.00,49790.86,101.61,44,1131.61,21,LATAM,SMB Sales
TGT-2023-Q1-REP-0009-03,REP-0009,2023,Q1,March,38666.67,18150.56,46.94,27,672.24,13,LATAM,Inside Sales
TGT-2023-Q1-REP-0010-03,REP-0010,2023,Q1,March,71500.00,61339.30,85.79,24,2555.80,11,EMEA,Mid-Market
TGT-2023-Q1-REP-0011-03,REP-0011,2023,Q1,March,107000.00,94508.31,88.33,13,7269.87,6,EMEA,Enterprise Sales
TGT-2023-Q1-REP-0012-03,REP-0012,2023,Q1,March,69666.67,90030.72,129.23,19,4738.46,9,EMEA,Mid-Market
TGT-2023-Q1-REP-0013-03,REP-0013,2023,Q1,March,99916.67,116830.15,116.93,14,8345.01,7,Central,Enterprise Sales
TGT-2023-Q1-REP-0014-03,REP-0014,2023,Q1,March,122750.00,134811.17,109.83,11,12255.56,3,East,Partner Sales
TGT-2023-Q1-REP-0015-03,REP-0015,2023,Q1,March,77916.67,65047.20,83.48,28,2323.11,9,APAC,Mid-Market
TGT-2023-Q1-REP-0016-03,REP-0016,2023,Q1,March,76916.67,59308.40,77.11,19,3121.49,11,West,Mid-Market
TGT-2023-Q1-REP-0017-03,REP-0017,2023,Q1,March,41000.00,37373.19,91.15,25,1494.93,9,East,Inside Sales
TGT-2023-Q1-REP-0018-03,REP-0018,2023,Q1,March,85500.00,69608.85,81.41,12,5800.74,3,EMEA,Enterprise Sales
TGT-2023-Q1-REP-0019-03,REP-0019,2023,Q1,March,46083.33,36743.06,79.73,44,835.07,21,Central,SMB Sales
TGT-2023-Q1-REP-0020-03,REP-0020,2023,Q1,March,102083.33,117550.87,115.15,22,5343.22,10,Central,Partner Sales
TGT-2023-Q1-REP-0022-03,REP-0022,2023,Q1,March,48416.67,58675.51,121.19,39,1504.50,12,APAC,SMB Sales
TGT-2023-Q1-REP-0023-03,REP-0023,2023,Q1,March,42583.33,33913.62,79.64,32,1059.80,12,East,Inside Sales
TGT-2023-Q1-REP-0024-03,REP-0024,2023,Q1,March,45333.33,62260.11,137.34,38,1638.42,16,Central,Inside Sales
TGT-2023-Q1-REP-0026-03,REP-0026,2023,Q1,March,44833.33,32293.19,72.03,37,872.79,11,LATAM,Inside Sales
TGT-2023-Q1-REP-0027-03,REP-0027,2023,Q1,March,44833.33,52037.42,116.07,45,1156.39,15,EMEA,Inside Sales
TGT-2023-Q1-REP-0029-03,REP-0029,2023,Q1,March,107333.33,125721.89,117.13,15,8381.46,6,LATAM,Enterprise Sales
TGT-2023-Q1-REP-0030-03,REP-0030,2023,Q1,March,42250.00,49087.68,116.18,31,1583.47,16,West,SMB Sales
TGT-2023-Q1-REP-0031-03,REP-0031,2023,Q1,March,46833.33,37773.99,80.66,24,1573.92,13,Central,SMB Sales
TGT-2023-Q1-REP-0032-03,REP-0032,2023,Q1,March,102583.33,87439.92,85.24,11,7949.08,3,Central,Enterprise Sales
TGT-2023-Q1-REP-0034-03,REP-0034,2023,Q1,March,34750.00,31953.19,91.95,34,939.80,16,East,Inside Sales
TGT-2023-Q1-REP-0035-03,REP-0035,2023,Q1,March,105500.00,50836.46,48.19,11,4621.50,5,East,Enterprise Sales
TGT-2023-Q1-REP-0036-03,REP-0036,2023,Q1,March,33583.33,0.00,0.00,0,0.00,0,West,Inside Sales
TGT-2023-Q1-REP-0037-03,REP-0037,2023,Q1,March,53333.33,60665.83,113.75,36,1685.16,13,EMEA,SMB Sales
TGT-2023-Q1-REP-0038-03,REP-0038,2023,Q1,March,120750.00,75167.15,62.25,14,5369.08,6,LATAM,Partner Sales
TGT-2023-Q1-REP-0039-03,REP-0039,2023,Q1,March,34916.67,25574.60,73.24,46,555.97,18,Central,Inside Sales
TGT-2023-Q1-REP-0040-03,REP-0040,2023,Q1,March,91083.33,73399.94,80.59,20,3670.00,9,East,Enterprise Sales
TGT-2023-Q1-REP-0041-03,REP-0041,2023,Q1,March,72250.00,102058.03,141.26,30,3401.93,12,APAC,Mid-Market
TGT-2023-Q1-REP-0043-03,REP-0043,2023,Q1,March,43416.67,49501.35,114.01,39,1269.27,18,Central,SMB Sales
TGT-2023-Q1-REP-0044-03,REP-0044,2023,Q1,March,90750.00,118531.78,130.61,17,6972.46,8,Central,Enterprise Sales
TGT-2023-Q1-REP-0045-03,REP-0045,2023,Q1,March,109583.33,120063.99,109.56,20,6003.20,10,East,Partner Sales
TGT-2023-Q1-REP-0046-03,REP-0046,2023,Q1,March,90250.00,116426.88,129.00,8,14553.36,4,LATAM,Enterprise Sales
TGT-2023-Q1-REP-0048-03,REP-0048,2023,Q1,March,43416.67,43675.94,100.60,32,1364.87,16,East,Inside Sales
TGT-2023-Q1-REP-0049-03,REP-0049,2023,Q1,March,72833.33,63304.68,86.92,26,2434.80,11,West,Mid-Market
TGT-2023-Q1-REP-0051-03,REP-0051,2023,Q1,March,108916.67,109988.72,100.98,19,5788.88,11,Central,Partner Sales
TGT-2023-Q1-REP-0052-03,REP-0052,2023,Q1,March,102000.00,101702.09,99.71,19,5352.74,9,West,Enterprise Sales
TGT-2023-Q1-REP-0053-03,REP-0053,2023,Q1,March,73916.67,80290.36,108.62,17,4722.96,6,EMEA,Mid-Market
TGT-2023-Q1-REP-0054-03,REP-0054,2023,Q1,March,88250.00,68703.69,77.85,14,4907.41,4,West,Enterprise Sales
TGT-2023-Q1-REP-0055-03,REP-0055,2023,Q1,March,112750.00,0.00,0.00,0,0.00,0,Central,Partner Sales
TGT-2023-Q1-REP-0056-03,REP-0056,2023,Q1,March,120333.33,45429.34,37.75,17,2672.31,8,APAC,Partner Sales
TGT-2023-Q1-REP-0057-03,REP-0057,2023,Q1,March,104833.33,119959.00,114.43,13,9227.62,4,East,Enterprise Sales
TGT-2023-Q1-REP-0058-03,REP-0058,2023,Q1,March,50166.67,60106.16,119.81,30,2003.54,14,LATAM,SMB Sales
TGT-2023-Q1-REP-0060-03,REP-0060,2023,Q1,March,44000.00,53819.47,122.32,48,1121.24,26,EMEA,Inside Sales
TGT-2023-Q1-REP-0061-03,REP-0061,2023,Q1,March,51500.00,33541.22,65.13,29,1156.59,14,LATAM,SMB Sales
TGT-2023-Q1-REP-0062-03,REP-0062,2023,Q1,March,50000.00,19505.77,39.01,27,722.44,11,EMEA,SMB Sales
TGT-2023-Q1-REP-0063-03,REP-0063,2023,Q1,March,47333.33,36563.66,77.25,28,1305.85,9,LATAM,SMB Sales
TGT-2023-Q1-REP-0064-03,REP-0064,2023,Q1,March,105083.33,87081.29,82.87,12,7256.77,3,LATAM,Enterprise Sales
TGT-2023-Q1-REP-0065-03,REP-0065,2023,Q1,March,98500.00,108344.23,109.99,16,6771.51,5,East,Enterprise Sales
TGT-2023-Q1-REP-0066-03,REP-0066,2023,Q1,March,35750.00,41672.61,116.57,27,1543.43,11,LATAM,Inside Sales
TGT-2023-Q1-REP-0067-03,REP-0067,2023,Q1,March,47416.67,59544.37,125.58,37,1609.31,15,LATAM,SMB Sales
TGT-2023-Q1-REP-0068-03,REP-0068,2023,Q1,March,78583.33,81119.30,103.23,20,4055.96,7,APAC,Mid-Market
TGT-2023-Q1-REP-0070-03,REP-0070,2023,Q1,March,44666.67,35150.98,78.70,25,1406.04,10,Central,SMB Sales
TGT-2023-Q1-REP-0071-03,REP-0071,2023,Q1,March,132500.00,161111.34,121.59,16,10069.46,6,APAC,Partner Sales
TGT-2023-Q1-REP-0073-03,REP-0073,2023,Q1,March,107333.33,68603.37,63.92,22,3118.34,12,West,Partner Sales
TGT-2023-Q1-REP-0074-03,REP-0074,2023,Q1,March,86083.33,97116.53,112.82,18,5395.36,7,East,Enterprise Sales
TGT-2023-Q1-REP-0075-03,REP-0075,2023,Q1,March,75250.00,81126.19,107.81,22,3687.55,11,APAC,Mid-Market
TGT-2023-Q1-REP-0077-03,REP-0077,2023,Q1,March,43500.00,51915.01,119.34,48,1081.56,20,APAC,Inside Sales
TGT-2023-Q1-REP-0078-03,REP-0078,2023,Q1,March,96916.67,69837.18,72.06,9,7759.69,3,LATAM,Enterprise Sales
TGT-2023-Q1-REP-0079-03,REP-0079,2023,Q1,March,37750.00,42880.25,113.59,29,1478.63,16,EMEA,Inside Sales
TGT-2023-Q1-REP-0080-03,REP-0080,2023,Q1,March,114666.67,118379.62,103.24,16,7398.73,9,Central,Partner Sales
TGT-2023-Q1-REP-0081-03,REP-0081,2023,Q1,March,104750.00,56214.44,53.67,24,2342.27,9,EMEA,Partner Sales
TGT-2023-Q1-REP-0082-03,REP-0082,2023,Q1,March,119833.33,43983.67,36.70,12,3665.31,5,EMEA,Partner Sales
TGT-2023-Q1-REP-0084-03,REP-0084,2023,Q1,March,90916.67,77752.65,85.52,19,4092.24,8,East,Enterprise Sales
TGT-2023-Q1-REP-0085-03,REP-0085,2023,Q1,March,52666.67,41177.87,78.19,25,1647.11,9,West,SMB Sales
TGT-2023-Q1-REP-0086-03,REP-0086,2023,Q1,March,42083.33,26512.33,63.00,42,631.25,25,East,SMB Sales
TGT-2023-Q1-REP-0087-03,REP-0087,2023,Q1,March,114750.00,128131.20,111.66,24,5338.80,13,Central,Partner Sales
TGT-2023-Q1-REP-0088-03,REP-0088,2023,Q1,March,44583.33,33262.34,74.61,26,1279.32,14,Central,SMB Sales
TGT-2023-Q1-REP-0089-03,REP-0089,2023,Q1,March,34000.00,22373.09,65.80,30,745.77,13,Central,Inside Sales
TGT-2023-Q1-REP-0090-03,REP-0090,2023,Q1,March,112750.00,105882.92,93.91,17,6228.41,9,East,Partner Sales
TGT-2023-Q1-REP-0091-03,REP-0091,2023,Q1,March,41666.67,42584.57,102.20,35,1216.70,10,APAC,SMB Sales
TGT-2023-Q1-REP-0092-03,REP-0092,2023,Q1,March,88000.00,62804.44,71.37,12,5233.70,5,APAC,Enterprise Sales
TGT-2023-Q1-REP-0093-03,REP-0093,2023,Q1,March,98833.33,116287.07,117.66,11,10571.55,3,Central,Enterprise Sales
TGT-2023-Q1-REP-0094-03,REP-0094,2023,Q1,March,129666.67,133195.14,102.72,20,6659.76,11,LATAM,Partner Sales
TGT-2023-Q1-REP-0095-03,REP-0095,2023,Q1,March,66916.67,47485.83,70.96,28,1695.92,15,EMEA,Mid-Market
TGT-2023-Q1-REP-0096-03,REP-0096,2023,Q1,March,73583.33,71033.03,96.53,21,3382.53,6,East,Mid-Market
TGT-2023-Q1-REP-0098-03,REP-0098,2023,Q1,March,105750.00,84910.98,80.29,16,5306.94,7,Central,Partner Sales
TGT-2023-Q1-REP-0099-03,REP-0099,2023,Q1,March,34500.00,44855.11,130.01,30,1495.17,13,Central,Inside Sales
TGT-2023-Q1-REP-0100-03,REP-0100,2023,Q1,March,69583.33,87568.11,125.85,24,3648.67,7,APAC,Mid-Market
TGT-2023-Q1-REP-0101-03,REP-0101,2023,Q1,March,73166.67,95134.32,130.02,28,3397.65,16,EMEA,Mid-Market
TGT-2023-Q1-REP-0102-03,REP-0102,2023,Q1,March,36916.67,23485.49,63.62,32,733.92,14,EMEA,Inside Sales
TGT-2023-Q1-REP-0103-03,REP-0103,2023,Q1,March,68083.33,74816.77,109.89,16,4676.05,6,West,Mid-Market
TGT-2023-Q1-REP-0104-03,REP-0104,2023,Q1,March,95750.00,67922.78,70.94,14,4851.63,4,East,Enterprise Sales
TGT-2023-Q1-REP-0105-03,REP-0105,2023,Q1,March,100916.67,114880.21,113.84,12,9573.35,6,APAC,Enterprise Sales
TGT-2023-Q1-REP-0106-03,REP-0106,2023,Q1,March,109666.67,122852.33,112.02,22,5584.20,10,EMEA,Partner Sales
TGT-2023-Q1-REP-0107-03,REP-0107,2023,Q1,March,107333.33,107826.21,100.46,16,6739.14,8,East,Partner Sales
TGT-2023-Q1-REP-0108-03,REP-0108,2023,Q1,March,102000.00,132473.83,129.88,18,7359.66,9,LATAM,Enterprise Sales
TGT-2023-Q1-REP-0109-03,REP-0109,2023,Q1,March,46166.67,32732.83,70.90,21,1558.71,11,East,SMB Sales
TGT-2023-Q1-REP-0110-03,REP-0110,2023,Q1,March,88583.33,81564.48,92.08,19,4292.87,9,EMEA,Enterprise Sales
TGT-2023-Q1-REP-0111-03,REP-0111,2023,Q1,March,120833.33,156728.07,129.71,13,12056.01,6,East,Partner Sales
TGT-2023-Q1-REP-0112-03,REP-0112,2023,Q1,March,39250.00,49716.26,126.67,42,1183.72,19,APAC,Inside Sales
TGT-2023-Q1-REP-0113-03,REP-0113,2023,Q1,March,102250.00,62427.99,61.05,14,4459.14,7,Central,Enterprise Sales
TGT-2023-Q1-REP-0114-03,REP-0114,2023,Q1,March,105500.00,0.00,0.00,0,0.00,0,West,Enterprise Sales
TGT-2023-Q1-REP-0115-03,REP-0115,2023,Q1,March,125833.33,98040.25,77.91,10,9804.03,4,West,Partner Sales
TGT-2023-Q1-REP-0116-03,REP-0116,2023,Q1,March,46916.67,43545.49,92.81,32,1360.80,12,LATAM,SMB Sales
TGT-2023-Q1-REP-0117-03,REP-0117,2023,Q1,March,115666.67,123997.54,107.20,14,8856.97,6,West,Partner Sales
TGT-2023-Q1-REP-0118-03,REP-0118,2023,Q1,March,118416.67,72666.40,61.37,11,6606.04,5,West,Partner Sales
TGT-2023-Q1-REP-0121-03,REP-0121,2023,Q1,March,104750.00,126811.17,121.06,20,6340.56,9,West,Partner Sales
TGT-2023-Q1-REP-0122-03,REP-0122,2023,Q1,March,74916.67,85576.11,114.23,30,2852.54,16,APAC,Mid-Market
TGT-2023-Q1-REP-0123-03,REP-0123,2023,Q1,March,129166.67,62221.53,48.17,14,4444.39,4,APAC,Partner Sales
TGT-2023-Q1-REP-0124-03,REP-0124,2023,Q1,March,53833.33,37266.16,69.23,24,1552.76,13,LATAM,SMB Sales
TGT-2023-Q1-REP-0125-03,REP-0125,2023,Q1,March,118666.67,156801.39,132.14,15,10453.43,5,Central,Partner Sales
TGT-2023-Q1-REP-0129-03,REP-0129,2023,Q1,March,74416.67,46515.74,62.51,17,2736.22,8,East,Mid-Market
TGT-2023-Q1-REP-0130-03,REP-0130,2023,Q1,March,37416.67,28960.70,77.40,38,762.12,22,West,Inside Sales
TGT-2023-Q1-REP-0131-03,REP-0131,2023,Q1,March,46666.67,55898.56,119.78,24,2329.11,7,East,SMB Sales
TGT-2023-Q1-REP-0132-03,REP-0132,2023,Q1,March,83583.33,0.00,0.00,0,0.00,0,EMEA,Enterprise Sales
TGT-2023-Q1-REP-0133-03,REP-0133,2023,Q1,March,99416.67,105162.68,105.78,9,11684.74,5,West,Enterprise Sales
TGT-2023-Q1-REP-0134-03,REP-0134,2023,Q1,March,71000.00,49416.51,69.60,29,1704.02,17,East,Mid-Market
TGT-2023-Q1-REP-0135-03,REP-0135,2023,Q1,March,39166.67,31489.07,80.40,27,1166.26,14,APAC,Inside Sales
TGT-2023-Q1-REP-0137-03,REP-0137,2023,Q1,March,47083.33,36264.62,77.02,21,1726.89,8,East,SMB Sales
TGT-2023-Q1-REP-0138-03,REP-0138,2023,Q1,March,44833.33,61604.59,137.41,26,2369.41,12,LATAM,Inside Sales
TGT-2023-Q1-REP-0139-03,REP-0139,2023,Q1,March,114750.00,77508.89,67.55,21,3690.90,11,LATAM,Partner Sales
TGT-2023-Q1-REP-0141-03,REP-0141,2023,Q1,March,102333.33,101663.22,99.35,8,12707.90,3,LATAM,Enterprise Sales
TGT-2023-Q1-REP-0142-03,REP-0142,2023,Q1,March,77750.00,97653.50,125.60,18,5425.19,8,EMEA,Mid-Market
TGT-2023-Q1-REP-0143-03,REP-0143,2023,Q1,March,83416.67,93568.72,112.17,19,4924.67,6,East,Enterprise Sales
TGT-2023-Q1-REP-0145-03,REP-0145,2023,Q1,March,41916.67,45832.95,109.34,47,975.17,26,LATAM,Inside Sales
TGT-2023-Q1-REP-0146-03,REP-0146,2023,Q1,March,129583.33,81168.45,62.64,12,6764.04,5,LATAM,Partner Sales
TGT-2023-Q1-REP-0147-03,REP-0147,2023,Q1,March,75750.00,98722.98,130.33,22,4487.41,7,West,Mid-Market
TGT-2023-Q1-REP-0148-03,REP-0148,2023,Q1,March,42916.67,31157.61,72.60,41,759.94,16,EMEA,SMB Sales
TGT-2023-Q1-REP-0149-03,REP-0149,2023,Q1,March,94000.00,104896.36,111.59,11,9536.03,3,APAC,Enterprise Sales
TGT-2023-Q1-REP-0150-03,REP-0150,2023,Q1,March,43500.00,51582.87,118.58,32,1611.96,18,East,SMB Sales
TGT-2023-Q2-REP-0001-04,REP-0001,2023,Q2,April,107833.33,97300.55,90.23,20,4865.03,8,LATAM,Enterprise Sales
TGT-2023-Q2-REP-0002-04,REP-0002,2023,Q2,April,41416.67,58862.48,142.12,30,1962.08,14,East,Inside Sales
TGT-2023-Q2-REP-0003-04,REP-0003,2023,Q2,April,43000.00,57111.86,132.82,42,1359.81,24,Central,SMB Sales
TGT-2023-Q2-REP-0004-04,REP-0004,2023,Q2,April,87416.67,80365.65,91.93,17,4727.39,5,East,Enterprise Sales
TGT-2023-Q2-REP-0005-04,REP-0005,2023,Q2,April,68833.33,87898.73,127.70,28,3139.24,10,APAC,Mid-Market
TGT-2023-Q2-REP-0006-04,REP-0006,2023,Q2,April,49000.00,46790.69,95.49,40,1169.77,23,LATAM,SMB Sales
TGT-2023-Q2-REP-0008-04,REP-0008,2023,Q2,April,37500.00,17152.27,45.74,46,372.88,23,West,Inside Sales
TGT-2023-Q2-REP-0009-04,REP-0009,2023,Q2,April,38666.67,27682.62,71.59,34,814.19,14,LATAM,Inside Sales
TGT-2023-Q2-REP-0010-04,REP-0010,2023,Q2,April,71500.00,50702.02,70.91,16,3168.88,7,EMEA,Mid-Market
TGT-2023-Q2-REP-0011-04,REP-0011,2023,Q2,April,107000.00,154294.26,144.20,19,8120.75,11,EMEA,Enterprise Sales
TGT-2023-Q2-REP-0012-04,REP-0012,2023,Q2,April,69666.67,94513.72,135.67,19,4974.41,6,EMEA,Mid-Market
TGT-2023-Q2-REP-0013-04,REP-0013,2023,Q2,April,99916.67,78283.54,78.35,17,4604.91,10,Central,Enterprise Sales
TGT-2023-Q2-REP-0014-04,REP-0014,2023,Q2,April,122750.00,135563.36,110.44,12,11296.95,5,East,Partner Sales
TGT-2023-Q2-REP-0015-04,REP-0015,2023,Q2,April,77916.67,78424.41,100.65,21,3734.50,10,APAC,Mid-Market
TGT-2023-Q2-REP-0016-04,REP-0016,2023,Q2,April,76916.67,102973.52,133.88,15,6864.90,6,West,Mid-Market
TGT-2023-Q2-REP-0017-04,REP-0017,2023,Q2,April,41000.00,37848.96,92.31,30,1261.63,17,East,Inside Sales
TGT-2023-Q2-REP-0018-04,REP-0018,2023,Q2,April,85500.00,89545.37,104.73,8,11193.17,3,EMEA,Enterprise Sales
TGT-2023-Q2-REP-0019-04,REP-0019,2023,Q2,April,46083.33,39302.32,85.29,31,1267.82,13,Central,SMB Sales
TGT-2023-Q2-REP-0020-04,REP-0020,2023,Q2,April,102083.33,136888.40,134.09,18,7604.91,9,Central,Partner Sales
TGT-2023-Q2-REP-0022-04,REP-0022,2023,Q2,April,48416.67,49594.58,102.43,34,1458.66,11,APAC,SMB Sales
TGT-2023-Q2-REP-0023-04,REP-0023,2023,Q2,April,42583.33,30474.99,71.57,34,896.32,20,East,Inside Sales
TGT-2023-Q2-REP-0024-04,REP-0024,2023,Q2,April,45333.33,60682.83,133.86,37,1640.08,17,Central,Inside Sales
TGT-2023-Q2-REP-0026-04,REP-0026,2023,Q2,April,44833.33,35111.77,78.32,33,1063.99,13,LATAM,Inside Sales
TGT-2023-Q2-REP-0027-04,REP-0027,2023,Q2,April,44833.33,50573.35,112.80,45,1123.85,26,EMEA,Inside Sales
TGT-2023-Q2-REP-0029-04,REP-0029,2023,Q2,April,107333.33,80408.29,74.91,11,7309.84,4,LATAM,Enterprise Sales
TGT-2023-Q2-REP-0030-04,REP-0030,2023,Q2,April,42250.00,38688.90,91.57,42,921.16,20,West,SMB Sales
TGT-2023-Q2-REP-0031-04,REP-0031,2023,Q2,April,46833.33,51585.64,110.15,29,1778.82,8,Central,SMB Sales
TGT-2023-Q2-REP-0032-04,REP-0032,2023,Q2,April,102583.33,78999.99,77.01,18,4388.89,6,Central,Enterprise Sales
TGT-2023-Q2-REP-0034-04,REP-0034,2023,Q2,April,34750.00,33392.19,96.09,38,878.74,12,East,Inside Sales
TGT-2023-Q2-REP-0035-04,REP-0035,2023,Q2,April,105500.00,75711.11,71.76,18,4206.17,6,East,Enterprise Sales
TGT-2023-Q2-REP-0036-04,REP-0036,2023,Q2,April,33583.33,25602.14,76.23,40,640.05,19,West,Inside Sales
TGT-2023-Q2-REP-0037-04,REP-0037,2023,Q2,April,53333.33,57388.87,107.60,26,2207.26,15,EMEA,SMB Sales
TGT-2023-Q2-REP-0038-04,REP-0038,2023,Q2,April,120750.00,97513.63,80.76,23,4239.72,9,LATAM,Partner Sales
TGT-2023-Q2-REP-0039-04,REP-0039,2023,Q2,April,34916.67,38949.77,111.55,30,1298.33,14,Central,Inside Sales
