customer_id,customer_name,industry,company_size,country,state_province,city,customer_since,customer_status,account_manager,annual_revenue_bucket,credit_limit,payment_terms,tax_id
CUST-00262,Innovative Innovations SARL,Professional Services,SMB,Spain,Madrid,Madrid,2020-07-02,Active,REP-0245,$5M-$10M,15000.00,Net 45,SP-541583-123
CUST-00263,Digital Enterprises Ltd,Manufacturing,Mid-Market,Germany,Hamburg,Hamburg,2019-11-26,Active,REP-0245,$10M-$50M,40000.00,Net 60,DE189463919
CUST-00264,Smart Innovations Pte Ltd,Technology,Mid-Market,United Kingdom,England,Manchester,2021-08-30,Active,REP-0203,$1M-$5M,50000.00,Net 30,GB694683312
CUST-00265,Apex Enterprises SARL,Education,SMB,Netherlands,North Holland,Amsterdam,2022-10-03,Active,REP-0112,$5M-$10M,25000.00,Net 60,NE-106356-123
CUST-00266,Digital Services Pte Ltd,Government,SMB,Canada,Ontario,Toronto,2022-02-17,Active,REP-0156,$10M-$50M,15000.00,Net 15,CA-767619-ABC
CUST-00267,Tech Innovations Pte Ltd,Government,Enterprise,United Kingdom,England,Manchester,2023-12-25,Active,REP-0078,$10M-$50M,80000.00,Net 15,GB486972591
CUST-00268,Quantum Enterprises Corp,Professional Services,Mid-Market,Canada,Ontario,Toronto,2019-11-10,Active,REP-0089,$10M-$50M,40000.00,Net 15,CA-902332-XYZ
CUST-00269,Global Technologies SARL,Manufacturing,Mid-Market,Germany,Hamburg,Hamburg,2022-07-13,Inactive,REP-0078,$5M-$10M,60000.00,Net 15,DE628889736
CUST-00270,Nexus Services LLC,Professional Services,SMB,Australia,New South Wales,Sydney,2022-09-27,Active,REP-0045,$10M-$50M,15000.00,Prepaid,AU-398253-123
CUST-00271,Advanced Innovations SRL,Education,Mid-Market,Australia,Victoria,Melbourne,2018-03-10,Active,REP-0267,$50M-$100M,40000.00,Prepaid,AU-876546-XYZ
CUST-00272,Elite Services SARL,Manufacturing,Enterprise,Canada,Quebec,Montreal,2020-11-12,Active,REP-0089,$5M-$10M,100000.00,Net 60,CA-138528-XYZ
CUST-00273,Pro Corporation Pte Ltd,Healthcare,SMB,Spain,Catalonia,Barcelona,2024-01-08,Active,REP-0156,$50M-$100M,15000.00,Prepaid,SP-818175-XYZ
CUST-00274,Smart Technologies SRL,Technology,Mid-Market,Spain,Madrid,Madrid,2019-10-07,Active,REP-0089,$50M-$100M,60000.00,Net 60,SP-290823-ABC
CUST-00275,Elite Enterprises Corp,Manufacturing,Enterprise,Germany,Berlin,Berlin,2019-05-08,Active,REP-0078,$10M-$50M,100000.00,Net 45,DE618349833
CUST-00276,Global Innovations GmbH,Healthcare,Mid-Market,Germany,Hamburg,Hamburg,2024-03-15,Active,REP-0203,$100M+,60000.00,Net 30,DE749556847
CUST-00277,Digital Services AG,Healthcare,Mid-Market,France,Ile-de-France,Paris,2021-11-30,Active,REP-0289,$10M-$50M,50000.00,Net 15,FR-734786-ABC
CUST-00278,Summit Industries GmbH,Government,Enterprise,Australia,New South Wales,Sydney,2020-01-01,Active,REP-0045,$10M-$50M,200000.00,Net 45,AU-984414-ABC
CUST-00279,Pro Services Inc,Professional Services,SMB,Singapore,,Singapore,2023-12-28,Inactive,REP-0089,$5M-$10M,20000.00,Net 30,SG-2022-781
CUST-00280,Premier Industries GmbH,Financial Services,SMB,USA,California,Los Angeles,2018-11-20,Active,REP-0156,$50M-$100M,15000.00,Net 60,71-3634734
CUST-00281,Metro Group Inc,Professional Services,Mid-Market,France,Auvergne-Rhône-Alpes,Lyon,2023-03-08,Active,REP-0156,$5M-$10M,50000.00,Net 60,FR-968314-XYZ
CUST-00282,Smart Systems SARL,Financial Services,Mid-Market,France,Ile-de-France,Paris,2018-10-14,Active,REP-0245,$100M+,50000.00,Prepaid,FR-483759-ABC
CUST-00283,Nexus Partners Inc,Retail,SMB,United Kingdom,England,Manchester,2023-04-16,Active,REP-0156,$100M+,20000.00,Net 60,GB940001376
CUST-00284,Digital Solutions SRL,Professional Services,SMB,USA,Massachusetts,Boston,2019-03-08,Active,REP-0203,$100M+,25000.00,Net 45,85-6325346
CUST-00285,Pro Solutions SRL,Financial Services,Enterprise,USA,New York,Buffalo,2018-12-24,Active,REP-0089,$1M-$5M,150000.00,Net 15,13-6885475
CUST-00286,Global Corporation GmbH,Financial Services,Enterprise,USA,Washington,Seattle,2020-04-23,Active,REP-0267,$5M-$10M,80000.00,Net 45,11-9126520
CUST-00287,Apex Industries Pte Ltd,Retail,Mid-Market,Australia,Victoria,Melbourne,2019-04-06,Active,REP-0289,$100M+,45000.00,Net 60,AU-360558-123
CUST-00288,Pro Group SRL,Education,Mid-Market,Netherlands,North Holland,Amsterdam,2018-03-23,Active,REP-0078,$10M-$50M,45000.00,Net 60,NE-521190-XYZ
CUST-00289,Metro Technologies SARL,Financial Services,SMB,Canada,Ontario,Toronto,2020-07-22,Active,REP-0078,$1M-$5M,25000.00,Net 60,CA-912144-123
CUST-00290,Nexus Group Inc,Healthcare,Mid-Market,USA,Washington,Seattle,2022-11-08,Active,REP-0203,$10M-$50M,50000.00,Net 15,83-7212909
CUST-00291,Elite Industries SARL,Government,Enterprise,Canada,Ontario,Toronto,2024-01-12,Active,REP-0045,$5M-$10M,80000.00,Net 30,CA-763378-XYZ
CUST-00292,Innovative Innovations Inc,Healthcare,SMB,Germany,Berlin,Berlin,2023-11-12,Active,REP-0289,$5M-$10M,25000.00,Net 60,DE974688871
CUST-00293,Central Systems Corp,Professional Services,Mid-Market,United Kingdom,Scotland,Edinburgh,2021-09-04,Active,REP-0203,$5M-$10M,45000.00,Net 15,GB128331933
CUST-00294,Nexus Enterprises Ltd,Retail,SMB,Singapore,,Singapore,2021-10-06,Active,REP-0289,$1M-$5M,15000.00,Prepaid,SG-2022-265
CUST-00295,Quantum Group Ltd,Financial Services,SMB,Singapore,,Singapore,2020-12-29,Active,REP-0267,$1M-$5M,20000.00,Prepaid,SG-2022-207
CUST-00296,Metro Technologies SARL,Technology,Mid-Market,Spain,Madrid,Madrid,2020-08-27,Active,REP-0156,$1M-$5M,50000.00,Net 60,SP-179130-123
CUST-00297,Premier Partners SRL,Retail,Enterprise,Australia,Victoria,Melbourne,2021-01-18,Active,REP-0112,$5M-$10M,80000.00,Net 15,AU-579785-ABC
CUST-00298,Nexus Systems AG,Healthcare,Mid-Market,Germany,Hamburg,Hamburg,2021-06-24,Churned,REP-0203,$50M-$100M,60000.00,Net 15,DE861846713
CUST-00299,Central Solutions SARL,Technology,Enterprise,France,Auvergne-Rhône-Alpes,Lyon,2021-05-16,Active,REP-0078,$5M-$10M,80000.00,Net 60,FR-927791-XYZ
CUST-00300,Tech Enterprises Inc,Manufacturing,Enterprise,USA,Texas,Austin,2019-03-21,Active,REP-0289,$5M-$10M,80000.00,Net 60,52-5794950
CUST-00301,Nexus Industries Inc,Healthcare,SMB,USA,Illinois,Chicago,2022-10-15,Active,REP-0245,$10M-$50M,15000.00,Prepaid,42-8657222
CUST-00302,Elite Innovations GmbH,Healthcare,Mid-Market,Germany,Berlin,Berlin,2023-02-08,Active,REP-0134,$1M-$5M,60000.00,Net 15,DE434882313
CUST-00303,Premier Industries Pte Ltd,Government,SMB,United Kingdom,England,Manchester,2020-08-19,Active,REP-0089,$50M-$100M,20000.00,Prepaid,GB585058997
CUST-00304,Global Partners SRL,Government,Mid-Market,USA,New York,New York,2021-11-07,Active,REP-0078,$5M-$10M,50000.00,Prepaid,32-5164989
CUST-00305,Tech Corporation Pte Ltd,Healthcare,Mid-Market,Italy,Lombardy,Milan,2019-03-17,Active,REP-0245,$10M-$50M,40000.00,Net 30,IT-262768-123
CUST-00306,Advanced Partners GmbH,Education,Enterprise,Canada,Ontario,Toronto,2024-03-14,Active,REP-0112,$50M-$100M,80000.00,Net 30,CA-598602-XYZ
CUST-00307,Innovative Corporation Inc,Financial Services,Mid-Market,Italy,Lazio,Rome,2022-09-21,Active,REP-0089,$10M-$50M,45000.00,Net 45,IT-186267-ABC
CUST-00308,Premier Industries Pte Ltd,Professional Services,Mid-Market,United Kingdom,England,London,2020-07-25,Active,REP-0078,$10M-$50M,60000.00,Net 30,GB125565593
CUST-00309,Global Solutions Inc,Government,SMB,Germany,Hamburg,Hamburg,2022-12-22,Active,REP-0267,$10M-$50M,30000.00,Net 45,DE416544878
CUST-00310,Pro Industries Pte Ltd,Technology,Enterprise,USA,Texas,Dallas,2023-04-07,Inactive,REP-0203,$1M-$5M,150000.00,Net 60,86-7481560
CUST-00311,Advanced Systems LLC,Healthcare,Enterprise,Singapore,,Singapore,2018-11-24,Active,REP-0112,$50M-$100M,80000.00,Net 60,SG-2022-107
CUST-00312,Smart Industries Corp,Retail,SMB,United Kingdom,England,Manchester,2019-08-27,Active,REP-0267,$1M-$5M,30000.00,Prepaid,GB202920033
CUST-00313,Advanced Innovations GmbH,Technology,Enterprise,France,Auvergne-Rhône-Alpes,Lyon,2024-03-10,Active,REP-0112,$50M-$100M,150000.00,Prepaid,FR-912531-ABC
CUST-00314,Digital Solutions SRL,Government,SMB,Netherlands,North Holland,Amsterdam,2019-06-28,Active,REP-0134,$50M-$100M,15000.00,Net 60,NE-721695-123
CUST-00315,Quantum Industries SARL,Financial Services,Enterprise,Singapore,,Singapore,2020-04-07,Active,REP-0078,$1M-$5M,150000.00,Net 45,SG-2021-959
CUST-00316,Smart Industries Ltd,Education,Enterprise,Canada,British Columbia,Vancouver,2020-03-30,Active,REP-0267,$1M-$5M,100000.00,Prepaid,CA-628649-123
CUST-00317,Smart Solutions Ltd,Government,Mid-Market,France,Ile-de-France,Paris,2022-07-08,Active,REP-0134,$100M+,50000.00,Net 30,FR-391840-123
CUST-00318,Apex Technologies Pte Ltd,Education,Enterprise,Germany,Bavaria,Munich,2023-07-13,Active,REP-0089,$5M-$10M,80000.00,Net 45,DE923303065
CUST-00319,Central Services Corp,Financial Services,Enterprise,France,Auvergne-Rhône-Alpes,Lyon,2018-05-19,Active,REP-0112,$5M-$10M,80000.00,Net 15,FR-755162-123
CUST-00320,Nexus Services Pte Ltd,Education,SMB,Canada,Ontario,Toronto,2018-12-23,Active,REP-0134,$50M-$100M,20000.00,Prepaid,CA-618923-XYZ
CUST-00321,Summit Partners SARL,Professional Services,SMB,USA,Texas,Austin,2019-11-02,Active,REP-0156,$50M-$100M,15000.00,Prepaid,92-9411055
CUST-00322,Advanced Industries Pte Ltd,Technology,Enterprise,Spain,Madrid,Madrid,2022-11-30,Active,REP-0078,$1M-$5M,150000.00,Prepaid,SP-403186-ABC
CUST-00323,Global Solutions Ltd,Retail,SMB,Australia,Victoria,Melbourne,2018-12-16,Active,REP-0267,$50M-$100M,30000.00,Net 15,AU-600919-123
CUST-00324,Smart Solutions GmbH,Healthcare,SMB,Canada,British Columbia,Vancouver,2022-04-16,Active,REP-0134,$5M-$10M,30000.00,Net 60,CA-973665-XYZ
CUST-00325,Global Services GmbH,Retail,Mid-Market,United Kingdom,England,Manchester,2023-10-26,Active,REP-0156,$50M-$100M,40000.00,Net 60,GB714032300
CUST-00326,Summit Services Pte Ltd,Healthcare,Enterprise,Canada,British Columbia,Vancouver,2021-03-26,Active,REP-0203,$100M+,150000.00,Prepaid,CA-939935-XYZ
CUST-00327,Summit Services Ltd,Financial Services,SMB,Singapore,,Singapore,2021-01-24,Active,REP-0203,$50M-$100M,30000.00,Net 60,SG-2023-168
CUST-00328,Tech Solutions GmbH,Technology,SMB,USA,Massachusetts,Boston,2019-11-11,Active,REP-0045,$100M+,25000.00,Net 15,66-3220097
CUST-00329,Advanced Services Ltd,Financial Services,Mid-Market,Germany,Bavaria,Munich,2018-09-10,Active,REP-0134,$5M-$10M,50000.00,Net 30,DE693248117
CUST-00330,Advanced Innovations Corp,Retail,SMB,United Kingdom,England,London,2019-03-20,Active,REP-0203,$5M-$10M,15000.00,Net 30,GB163750733
CUST-00331,Premier Corporation Ltd,Government,Mid-Market,Italy,Lazio,Rome,2024-05-18,Active,REP-0245,$1M-$5M,50000.00,Net 30,IT-953553-XYZ
CUST-00332,Summit Services SRL,Manufacturing,Enterprise,Netherlands,North Holland,Amsterdam,2020-09-10,Inactive,REP-0089,$1M-$5M,100000.00,Net 15,NE-379888-ABC
CUST-00333,Smart Technologies GmbH,Financial Services,Mid-Market,United Kingdom,England,London,2021-04-25,Active,REP-0156,$50M-$100M,50000.00,Net 45,GB891396942
CUST-00334,Advanced Technologies Pte Ltd,Healthcare,Enterprise,Australia,New South Wales,Sydney,2019-02-23,Active,REP-0134,$10M-$50M,150000.00,Net 60,AU-943974-XYZ
CUST-00335,Nexus Systems Ltd,Financial Services,Enterprise,Canada,Ontario,Toronto,2020-08-13,Active,REP-0156,$5M-$10M,150000.00,Net 15,CA-621674-XYZ
CUST-00336,Nexus Industries GmbH,Manufacturing,Mid-Market,Italy,Lazio,Rome,2021-09-01,Active,REP-0245,$1M-$5M,60000.00,Net 45,IT-116624-XYZ
CUST-00337,Premier Group LLC,Education,Mid-Market,USA,Illinois,Chicago,2021-08-04,Active,REP-0112,$10M-$50M,60000.00,Net 15,26-9672003
CUST-00338,Quantum Partners SRL,Retail,SMB,Canada,British Columbia,Vancouver,2024-01-29,Active,REP-0112,$50M-$100M,20000.00,Net 45,CA-617822-XYZ
CUST-00339,Metro Technologies Pte Ltd,Manufacturing,Enterprise,Spain,Catalonia,Barcelona,2022-12-08,Active,REP-0245,$50M-$100M,150000.00,Net 15,SP-806861-XYZ
CUST-00340,Central Systems SRL,Education,Enterprise,Italy,Lazio,Rome,2020-06-13,Active,REP-0134,$100M+,150000.00,Net 30,IT-616144-123
CUST-00341,Pro Innovations Corp,Financial Services,Enterprise,Spain,Catalonia,Barcelona,2023-07-10,Active,REP-0078,$1M-$5M,200000.00,Prepaid,SP-922167-123
CUST-00342,Nexus Corporation Corp,Financial Services,Mid-Market,France,Auvergne-Rhône-Alpes,Lyon,2020-05-21,Active,REP-0289,$50M-$100M,60000.00,Net 15,FR-244548-ABC
CUST-00343,Global Innovations AG,Technology,Enterprise,Singapore,,Singapore,2023-02-22,Active,REP-0078,$1M-$5M,200000.00,Net 45,SG-2020-417
CUST-00344,Summit Group Pte Ltd,Education,SMB,Netherlands,North Holland,Amsterdam,2021-09-25,Active,REP-0045,$100M+,15000.00,Net 30,NE-509090-XYZ
CUST-00345,Elite Enterprises Inc,Government,Enterprise,USA,California,San Francisco,2019-07-03,Active,REP-0112,$5M-$10M,150000.00,Net 15,30-9285064
CUST-00346,Smart Systems Pte Ltd,Healthcare,Enterprise,USA,Colorado,Denver,2021-01-27,Active,REP-0245,$5M-$10M,150000.00,Net 30,99-3933655
CUST-00347,Quantum Technologies SARL,Financial Services,Mid-Market,Spain,Catalonia,Barcelona,2023-10-13,Active,REP-0078,$10M-$50M,50000.00,Net 60,SP-379215-123
CUST-00348,Advanced Group GmbH,Manufacturing,SMB,United Kingdom,Scotland,Edinburgh,2019-11-20,Inactive,REP-0203,$10M-$50M,30000.00,Net 45,GB557343324
CUST-00349,Premier Services SARL,Healthcare,Mid-Market,United Kingdom,England,Manchester,2023-01-28,Active,REP-0089,$1M-$5M,60000.00,Net 15,GB352801213
CUST-00350,Elite Technologies Inc,Professional Services,Enterprise,Spain,Catalonia,Barcelona,2020-01-09,Active,REP-0112,$10M-$50M,100000.00,Net 30,SP-805272-123
CUST-00351,Tech Industries LLC,Professional Services,Enterprise,Netherlands,North Holland,Amsterdam,2023-09-30,Active,REP-0089,$50M-$100M,80000.00,Prepaid,NE-890352-ABC
CUST-00352,Nexus Group SARL,Technology,Mid-Market,France,Ile-de-France,Paris,2024-04-21,Active,REP-0203,$50M-$100M,40000.00,Prepaid,FR-205956-ABC
CUST-00353,Tech Innovations LLC,Financial Services,Enterprise,Singapore,,Singapore,2021-05-16,Active,REP-0156,$10M-$50M,100000.00,Net 60,SG-2020-192
CUST-00354,Digital Technologies Inc,Financial Services,Enterprise,Singapore,,Singapore,2022-09-22,Active,REP-0245,$100M+,100000.00,Net 15,SG-2024-071
CUST-00355,Innovative Technologies Inc,Education,Mid-Market,United Kingdom,England,Manchester,2020-01-24,Active,REP-0156,$100M+,45000.00,Prepaid,GB958754996
CUST-00356,Smart Innovations Pte Ltd,Healthcare,SMB,USA,Texas,Austin,2021-10-19,Active,REP-0245,$1M-$5M,20000.00,Net 30,27-6110230
CUST-00357,Innovative Industries GmbH,Professional Services,Mid-Market,United Kingdom,England,Manchester,2021-02-03,Active,REP-0078,$5M-$10M,50000.00,Net 30,GB639556066
CUST-00358,Pro Solutions SARL,Retail,Mid-Market,France,Ile-de-France,Paris,2022-11-01,Active,REP-0134,$1M-$5M,60000.00,Net 15,FR-629844-123
CUST-00359,Tech Enterprises Inc,Retail,Mid-Market,Spain,Madrid,Madrid,2023-05-24,Active,REP-0267,$10M-$50M,50000.00,Net 45,SP-890335-ABC
CUST-00360,Metro Solutions LLC,Technology,Mid-Market,Canada,Ontario,Toronto,2021-02-14,Active,REP-0203,$5M-$10M,45000.00,Prepaid,CA-873699-ABC
CUST-00361,Global Services LLC,Retail,Mid-Market,Spain,Madrid,Madrid,2018-11-22,Active,REP-0245,$50M-$100M,60000.00,Net 30,SP-830125-ABC
CUST-00362,Pro Solutions SARL,Manufacturing,Enterprise,France,Auvergne-Rhône-Alpes,Lyon,2022-03-04,Inactive,REP-0156,$100M+,80000.00,Net 60,FR-610560-XYZ
CUST-00363,Elite Technologies Pte Ltd,Manufacturing,Mid-Market,France,Auvergne-Rhône-Alpes,Lyon,2018-06-01,Active,REP-0134,$5M-$10M,45000.00,Net 30,FR-177344-123
CUST-00364,Smart Corporation LLC,Education,Mid-Market,United Kingdom,England,Manchester,2018-10-27,Active,REP-0089,$100M+,50000.00,Net 15,GB563536278
CUST-00365,Pro Partners LLC,Financial Services,Enterprise,Singapore,,Singapore,2022-06-26,Active,REP-0112,$10M-$50M,100000.00,Net 45,SG-2024-971
CUST-00366,Innovative Corporation SRL,Financial Services,SMB,Italy,Lombardy,Milan,2022-07-29,Active,REP-0112,$5M-$10M,25000.00,Net 15,IT-177487-123
CUST-00367,Smart Systems AG,Technology,SMB,Australia,New South Wales,Sydney,2023-08-10,Active,REP-0289,$50M-$100M,15000.00,Net 45,AU-258743-ABC
CUST-00368,Summit Group SRL,Technology,Enterprise,United Kingdom,England,Manchester,2021-06-04,Active,REP-0078,$10M-$50M,150000.00,Prepaid,GB502779999
CUST-00369,Central Group Inc,Retail,Mid-Market,United Kingdom,England,Manchester,2023-07-19,Active,REP-0112,$50M-$100M,45000.00,Net 60,GB912139526
CUST-00370,Smart Systems LLC,Retail,Enterprise,France,Ile-de-France,Paris,2019-03-19,Inactive,REP-0078,$100M+,150000.00,Net 45,FR-253109-ABC
CUST-00371,Central Partners Inc,Government,SMB,Italy,Lazio,Rome,2024-04-22,Active,REP-0203,$5M-$10M,25000.00,Prepaid,IT-721176-ABC
CUST-00372,Quantum Partners GmbH,Technology,Enterprise,Italy,Lazio,Rome,2023-10-04,Active,REP-0203,$50M-$100M,80000.00,Net 15,IT-319642-XYZ
CUST-00373,Apex Industries Ltd,Manufacturing,SMB,Netherlands,North Holland,Amsterdam,2021-01-02,Active,REP-0245,$50M-$100M,20000.00,Net 45,NE-308356-123
CUST-00374,Tech Technologies Corp,Education,SMB,Germany,Hamburg,Hamburg,2022-10-05,Active,REP-0089,$5M-$10M,25000.00,Prepaid,DE559494847
CUST-00375,Tech Systems SARL,Technology,Enterprise,United Kingdom,England,London,2020-11-25,Active,REP-0089,$5M-$10M,80000.00,Prepaid,GB209165610
CUST-00376,Smart Industries AG,Education,SMB,France,Ile-de-France,Paris,2020-02-06,Active,REP-0045,$50M-$100M,15000.00,Net 60,FR-739346-ABC
CUST-00377,Innovative Corporation Ltd,Healthcare,Mid-Market,France,Ile-de-France,Paris,2022-05-03,Inactive,REP-0089,$5M-$10M,60000.00,Net 15,FR-598643-XYZ
CUST-00378,Innovative Systems Pte Ltd,Financial Services,Enterprise,Singapore,,Singapore,2018-11-14,Active,REP-0078,$50M-$100M,150000.00,Net 30,SG-2020-926
CUST-00379,Tech Solutions Ltd,Financial Services,SMB,Singapore,,Singapore,2020-06-13,Active,REP-0112,$5M-$10M,30000.00,Net 60,SG-2022-651
CUST-00380,Tech Enterprises Pte Ltd,Healthcare,Enterprise,Canada,Quebec,Montreal,2020-03-26,Active,REP-0112,$100M+,150000.00,Net 30,CA-645452-XYZ
CUST-00381,Pro Industries AG,Professional Services,Mid-Market,United Kingdom,England,Manchester,2021-07-23,Active,REP-0156,$5M-$10M,60000.00,Net 30,GB586474014
CUST-00382,Pro Corporation GmbH,Financial Services,Enterprise,United Kingdom,Scotland,Edinburgh,2021-12-28,Active,REP-0112,$50M-$100M,100000.00,Prepaid,GB847596841
CUST-00383,Global Systems AG,Government,Mid-Market,United Kingdom,Scotland,Edinburgh,2021-07-22,Active,REP-0078,$5M-$10M,45000.00,Net 30,GB495132941
CUST-00384,Tech Corporation SRL,Healthcare,SMB,Australia,Victoria,Melbourne,2018-09-06,Churned,REP-0078,$100M+,25000.00,Net 45,AU-473126-ABC
CUST-00385,Premier Innovations Corp,Financial Services,Enterprise,Netherlands,North Holland,Amsterdam,2022-08-01,Active,REP-0045,$1M-$5M,150000.00,Net 15,NE-785330-XYZ
CUST-00386,Nexus Technologies SARL,Retail,SMB,Germany,Hamburg,Hamburg,2023-01-26,Active,REP-0156,$10M-$50M,15000.00,Net 60,DE464498172
CUST-00387,Summit Technologies Inc,Education,SMB,Singapore,,Singapore,2020-10-24,Active,REP-0134,$5M-$10M,20000.00,Net 15,SG-2022-850
CUST-00388,Digital Solutions AG,Professional Services,Mid-Market,France,Auvergne-Rhône-Alpes,Lyon,2019-04-09,Active,REP-0267,$10M-$50M,60000.00,Net 60,FR-628612-XYZ
CUST-00389,Global Corporation LLC,Education,SMB,Spain,Madrid,Madrid,2024-01-01,Active,REP-0267,$1M-$5M,20000.00,Net 45,SP-501062-XYZ
CUST-00390,Quantum Corporation Corp,Government,SMB,Netherlands,North Holland,Amsterdam,2021-06-10,Active,REP-0134,$10M-$50M,25000.00,Net 30,NE-470236-123
CUST-00391,Quantum Innovations Pte Ltd,Manufacturing,Enterprise,Netherlands,North Holland,Amsterdam,2024-03-26,Active,REP-0156,$5M-$10M,80000.00,Prepaid,NE-190321-123
CUST-00392,Metro Technologies Pte Ltd,Professional Services,Mid-Market,United Kingdom,England,London,2021-04-14,Active,REP-0045,$5M-$10M,60000.00,Prepaid,GB825395295
CUST-00393,Pro Services SRL,Retail,Mid-Market,France,Auvergne-Rhône-Alpes,Lyon,2023-04-23,Active,REP-0134,$10M-$50M,50000.00,Net 30,FR-283829-ABC
CUST-00394,Premier Services AG,Education,Enterprise,Canada,British Columbia,Vancouver,2023-08-04,Active,REP-0089,$5M-$10M,80000.00,Net 60,CA-312482-ABC
CUST-00395,Premier Enterprises SARL,Healthcare,Enterprise,France,Auvergne-Rhône-Alpes,Lyon,2022-12-25,Active,REP-0112,$50M-$100M,200000.00,Net 60,FR-623025-123
CUST-00396,Quantum Enterprises Inc,Manufacturing,SMB,Singapore,,Singapore,2023-12-02,Inactive,REP-0245,$1M-$5M,15000.00,Net 15,SG-2024-269
CUST-00397,Premier Group SARL,Technology,SMB,United Kingdom,Scotland,Edinburgh,2021-08-18,Active,REP-0134,$10M-$50M,30000.00,Net 45,GB669952769
CUST-00398,Elite Corporation Ltd,Government,Enterprise,Spain,Madrid,Madrid,2018-11-15,Active,REP-0267,$50M-$100M,80000.00,Net 45,SP-294391-XYZ
CUST-00399,Metro Services SARL,Technology,Enterprise,Italy,Lazio,Rome,2018-11-02,Active,REP-0156,$1M-$5M,100000.00,Net 60,IT-209089-123
CUST-00400,Apex Industries Inc,Government,Mid-Market,United Kingdom,England,London,2023-01-17,Active,REP-0203,$1M-$5M,60000.00,Net 45,GB794924698
CUST-00401,Pro Systems SARL,Professional Services,SMB,USA,New York,Buffalo,2023-01-20,Active,REP-0267,$100M+,20000.00,Net 60,59-4390682
CUST-00402,Innovative Systems Ltd,Government,SMB,Netherlands,North Holland,Amsterdam,2020-01-15,Active,REP-0112,$1M-$5M,20000.00,Net 60,NE-464447-123
